subject_id,label,label_name,window_id,c_ecg_mean,c_ecg_std,c_ecg_min,c_ecg_max,c_eda_mean,c_eda_std,c_eda_min,c_eda_max,c_temp_mean,c_temp_std,c_temp_min,c_temp_max,c_resp_mean,c_resp_std,c_resp_min,c_resp_max,c_emg_mean,c_emg_std,c_emg_min,c_emg_max,c_acc_x_mean,c_acc_x_std,c_acc_x_min,c_acc_x_max,c_acc_y_mean,c_acc_y_std,c_acc_y_min,c_acc_y_max,c_acc_z_mean,c_acc_z_std,c_acc_z_min,c_acc_z_max,c_acc_mag_mean,c_acc_mag_std,c_acc_mag_min,c_acc_mag_max,w_bvp_mean,w_bvp_std,w_bvp_min,w_bvp_max,w_eda_mean,w_eda_std,w_eda_min,w_eda_max,w_temp_mean,w_temp_std,w_temp_min,w_temp_max,w_hr_mean,w_hr_std,w_hr_min,w_hr_max,w_acc_x_mean,w_acc_x_std,w_acc_x_min,w_acc_x_max,w_acc_y_mean,w_acc_y_std,w_acc_y_min,w_acc_y_max,w_acc_z_mean,w_acc_z_std,w_acc_z_min,w_acc_z_max,w_acc_mag_mean,w_acc_mag_std,w_acc_mag_min,w_acc_mag_max
S2,1,Neutral,S2_w0062,0.007582881382533482,0.1359065444388474,-0.2223358154296875,0.9792938232421875,5.291001565115792,0.06759256860688635,5.1570892333984375,5.431365966796875,29.153860142299106,0.028996909784326248,29.103729248046875,29.31524658203125,1.030906023297991,2.3619108850481694,-4.93621826171875,4.00848388671875,-0.0026822073800223216,0.017010262903069975,-0.0952606201171875,0.072418212890625,0.8714421130589076,0.007247366549234052,0.8519999980926514,0.8940000534057617,-0.13049782879011973,0.01064336435485725,-0.15859997272491455,-0.10759997367858887,-0.294898628285953,0.014929715214823756,-0.3338000178337097,-0.2465999722480774,0.929390902503074,0.005243373346668016,0.9111748739445678,0.9480800387923951,4.5401875,34.82278163199838,-68.71,97.34,1.5174029499999997,0.014422221304206244,1.49703,1.547002,35.825999999999986,0.007999999999998408,35.81,35.83,75.47,0.1162755348299894,75.28,75.62,42.09375,0.41528416475950536,41.0,43.0,-22.025,0.511737237261468,-23.0,-21.0,40.85625,0.38481935697155356,40.0,42.0,62.663417459030505,0.31001992721612054,61.72519744804386,63.7102817447859
S2,1,Neutral,S2_w0063,-0.0053417489188058035,0.13207584410437523,-0.24737548828125,0.9578704833984375,5.179098074776785,0.022106621433251195,5.1097869873046875,5.265045166015625,29.18407439313616,0.030182402183573893,29.123870849609375,29.3411865234375,-1.2714896065848214,3.608908314415936,-8.80584716796875,3.57818603515625,-0.0026245291573660716,0.018350599475823737,-0.081756591796875,0.08697509765625,0.8688723412581852,0.006138871319200741,0.8489999771118164,0.8941999673843384,-0.13693451522077832,0.012013186433128304,-0.18639999628067017,-0.11559998989105225,-0.3021266280582973,0.012058506473280427,-0.3489999771118164,-0.256600022315979,0.9301990703337165,0.005273116925798361,0.9055029041334921,0.950007055105636,1.8690937500000004,36.65209925933589,-90.7,126.47,1.4618573,0.016491262150302517,1.43937,1.49703,35.82400000000001,0.011999999999999506,35.81,35.84,75.794,0.08777243302996542,75.67,75.92,43.29375,2.9167552069894387,41.0,56.0,-21.825,2.9465021635831192,-27.0,0.0,40.49375,2.5544003087809086,32.0,55.0,63.31093622981244,2.4213330428965048,60.71243694664216,78.71467461661771
S2,1,Neutral,S2_w0064,0.0011341945103236608,0.1282034566042109,-0.29388427734375,0.817657470703125,5.142551967075893,0.015595392002362452,5.0891876220703125,5.2097320556640625,29.1630474155971,0.036093465705815744,29.09222412109375,29.331085205078125,0.8107282366071429,3.720787617739531,-6.04705810546875,6.50482177734375,-0.0025498221261160713,0.017174700615929326,-0.0736541748046875,0.0589141845703125,0.8774542287077223,0.01146200736280584,0.8481999635696411,0.914199948310852,-0.16237011475222451,0.059479882742665593,-0.2778000235557556,-0.05339998006820679,-0.2583917146921158,0.02563752981706495,-0.3238000273704529,-0.18540000915527344,0.9312803820425337,0.009981126436719808,0.8965946825300355,0.9616797160677172,-14.541156250000004,103.67586513794129,-246.69,429.27,1.3272534,0.07862777949834274,1.224106,1.435526,35.818,0.009797958971130765,35.81,35.83,76.166,0.11740528097151316,76.0,76.33,48.16875,8.68419676409396,24.0,70.0,15.24375,9.065557673827904,-12.0,30.0,4.9875,36.06781589935826,-60.0,59.0,63.26371420793023,5.802151723053015,50.0,86.74099376880577
S2,1,Neutral,S2_w0065,-0.0008760942731584822,0.1238967289195738,-0.2352447509765625,0.7671661376953125,5.06909168788365,0.0320794061133154,4.99420166015625,5.165863037109375,29.165200177873885,0.03398648478123905,29.072113037109375,29.339752197265625,-0.3055977957589286,2.1221429387004638,-4.03900146484375,5.51605224609375,-0.002553431919642857,0.012690488541512572,-0.0596466064453125,0.0524139404296875,0.8766930874756405,0.0075004461435637425,0.8525999784469604,0.9041999578475952,-0.21560474341256278,0.010945582070894123,-0.25999999046325684,-0.18620002269744873,-0.24292611452511378,0.013123165724840142,-0.27399998903274536,-0.20240002870559692,0.9350948510821316,0.005930560292875144,0.9133719422326623,0.9565355954461761,15.424624999999997,129.47663488486785,-298.23,322.25,1.2890056,0.06932373277846483,1.133132,1.371459,35.806,0.008000000000001251,35.79,35.81,76.518,0.06241794613730453,76.43,76.6,34.74375,21.25742425453987,-9.0,76.0,7.51875,4.695705318426616,-2.0,26.0,44.5125,18.621220254054244,-24.0,72.0,63.206224083967506,8.406737598336607,31.400636936215164,96.85040010242601
S2,1,Neutral,S2_w0066,0.005945290701729911,0.12990473304888622,-0.3018035888671875,0.65679931640625,4.954805319649832,0.042966738507786595,4.8671722412109375,5.0945281982421875,29.228951032366073,0.035760741423553254,29.1612548828125,29.408905029296875,1.2730364118303572,2.899165138983136,-3.26080322265625,6.74285888671875,-0.002672149658203125,0.018930277017849866,-0.245819091796875,0.1305084228515625,0.8099118861130306,0.09116798069040785,0.641800045967102,0.9537999629974365,-0.13824542902197157,0.05472363942392675,-0.2516000270843506,-0.008800029754638672,-0.3803192573615483,0.21637644232304415,-0.6926000118255615,-0.04460000991821289,0.9367969416261718,0.015758546883207068,0.8901855074663556,0.9979358171659386,-6.882562500000001,169.22968575004384,-358.13,554.77,1.1989280500000004,0.08542385705847927,1.076753,1.372741,35.81400000000001,0.014966629547095066,35.79,35.83,76.126,0.13215142829345317,75.95,76.33,37.35,33.82901860828954,-55.0,127.0,18.625,18.43663133546907,-17.0,55.0,24.49375,26.677705316190522,-30.0,76.0,66.13702093608059,12.79700010551051,28.61817604250837,127.28707711311466
S2,1,Neutral,S2_w0067,0.003066493443080357,0.15377854859834006,-0.4014129638671875,0.8294219970703125,4.84246826171875,0.03778833709067745,4.7519683837890625,4.94232177734375,29.24718364606585,0.028688603460351677,29.19573974609375,29.408905029296875,-1.1808371407645089,3.8340625756464135,-8.16802978515625,4.95452880859375,-0.0023069850376674105,0.014064158013332235,-0.07049560546875,0.0530548095703125,0.858915829556329,0.042801286075467807,0.7757999897003174,1.089400053024292,-0.10286960027899061,0.04306271890899329,-0.19580000638961792,0.003800034523010254,-0.32116794281346456,0.11272663986645311,-0.4869999885559082,0.10179996490478516,0.9312589520374562,0.02485582125494049,0.8640845234105087,1.1083776600712483,-2.902624999999999,138.9161322142226,-392.28,438.16,1.2704264000000003,0.11702088334711884,1.071628,1.436807,35.82200000000001,0.009797958971130762,35.81,35.83,75.85,0.022803508501984454,75.82,75.88,39.4875,34.388767697461915,-37.0,104.0,7.31875,20.828877752713897,-24.0,57.0,23.08125,22.043698610657422,-7.0,77.0,64.54352465521569,9.058610549171702,43.382023926967726,104.73299384625649
S2,1,Neutral,S2_w0068,-0.007426090785435268,0.1506165778014946,-0.435882568359375,0.7035369873046875,4.800142778669085,0.014321959456887072,4.7389984130859375,4.8732757568359375,29.245736955915177,0.04186509719854271,29.14111328125,29.42620849609375,-0.35058201381138393,3.662431778390458,-6.59332275390625,5.11932373046875,-0.002670907156808036,0.010711971541840741,-0.0861053466796875,0.0319061279296875,0.6888267998695373,0.1156360724818224,0.5390000343322754,1.145400047302246,-0.11217428612709045,0.0367955150328236,-0.20759999752044678,0.042999982833862305,-0.46134600034781864,0.427925117679701,-0.8700000047683716,0.6109999418258667,0.9451074200215358,0.06725358630239653,0.7106558812333602,1.2176482842146326,19.31984375,127.67695860662599,-357.53,310.66,1.1305049500000002,0.09966765983731883,1.037032,1.313799,35.83400000000001,0.019595917942264136,35.81,35.87,76.1,0.04381780460041495,76.03,76.15,50.68125,19.332088568944123,-4.0,83.0,9.81875,11.003903781726738,-15.0,28.0,21.08125,22.178247190377782,-4.0,69.0,63.745965736599814,5.705970759497575,49.457052075512955,83.04817878797824
S2,1,Neutral,S2_w0069,0.003419795445033482,0.14566641750065282,-0.2492523193359375,0.76300048828125,4.773420715332032,0.021846489495681572,4.7290802001953125,4.8553466796875,29.162467215401787,0.02769063522069684,29.11810302734375,29.313812255859375,0.4053292410714286,1.4441409121025155,-2.18048095703125,3.26995849609375,-0.0028081839425223216,0.010146333230890797,-0.0574493408203125,0.038177490234375,0.6128895971775055,0.00574369411426997,0.5942000150680542,0.6332000494003296,-0.1082517717054912,0.003947073510024062,-0.12339997291564941,-0.09259998798370361,-0.7219201713119234,0.007468480783706074,-0.7490000128746033,-0.6818000078201294,0.9532092804572844,0.004153723572189245,0.9346043329313556,0.9680304924151372,-11.41571875,108.50589903944577,-323.53,348.48,1.2845849499999997,0.018353112663728202,1.24717,1.316362,35.79,0.012649110640673249,35.77,35.81,76.15799999999999,0.038678159211628406,76.1,76.22,-2.2875,21.560202776180006,-22.0,65.0,2.95625,5.200176529455515,-5.0,22.0,58.24375,10.681612047696733,22.0,64.0,63.30016041169738,2.318877282949664,52.009614495783374,75.3657747256671
S2,1,Neutral,S2_w0070,0.007100450788225446,0.1476295393252295,-0.24536132812499997,0.7888641357421875,4.712131500244141,0.026054135656316174,4.6169281005859375,4.8015594482421875,29.1374792742048,0.036453276349063486,29.054901123046875,29.38153076171875,0.2203704833984375,1.6182221163119224,-2.4444580078125,3.65447998046875,-0.0028487418038504464,0.009245111732654528,-0.0539703369140625,0.0326385498046875,0.6168550849301474,0.006833323039984594,0.5901999473571777,0.6390000581741333,-0.11069405732836042,0.007415388005315305,-0.1412000060081482,-0.08660000562667847,-0.7182793146201543,0.008245901832095002,-0.7432000041007996,-0.6823999881744385,0.9533275949835326,0.0049716965081106,0.9295149861045651,0.9702364819678538,-3.99225,80.04292985212685,-272.53,181.45,1.19815925,0.05587382426134352,1.107505,1.258702,35.79,0.012649110640673249,35.77,35.81,75.93799999999999,0.10244998779892533,75.78,76.08,21.39375,30.53892943338879,-10.0,68.0,8.85625,10.179542521032072,-4.0,39.0,45.73125,19.51144595967967,10.0,70.0,63.53606164263324,2.7545636575527443,55.812185049503306,75.45859791965393
S2,1,Neutral,S2_w0071,-0.002200836181640625,0.13578201646324164,-0.2443084716796875,0.7972869873046875,4.6390179225376675,0.02027775708832022,4.555511474609375,4.71649169921875,29.069277038574217,0.030907977091307756,29.01177978515625,29.234649658203125,-0.12894112723214285,1.8495917054286706,-3.5003662109375,2.98004150390625,-0.002623692103794643,0.009028590029281068,-0.0531463623046875,0.0335540771484375,0.6135887418474469,0.005965714539512255,0.597599983215332,0.6349999904632568,-0.11532097201687949,0.006315720072990022,-0.14020001888275146,-0.08939999341964722,-0.7210773716824396,0.0067623134019157575,-0.7509999871253967,-0.687000036239624,0.953855185595338,0.004913097469210659,0.936468009621674,0.9761400329943676,0.2835000000000001,131.92033579825744,-334.0,359.57,1.1765048,0.035932807173389626,1.116474,1.222825,35.762,0.009797958971134243,35.75,35.77,75.64200000000001,0.029257477676660065,75.6,75.68,24.675,14.373391214323778,-4.0,63.0,12.64375,3.708683855156705,5.0,23.0,54.175,9.427718440853015,31.0,70.0,63.26212494769668,3.2840214831837966,50.21951811795888,74.14175611623992
